ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000845,Water vapor diffusivity in snow,Chemical transport data type,,H2OVapDifsc_snvr,ChemTranspDataType.txt,"The rate of molecular diffusion of water vapor through snow pack pore spaces, affecting sublimation and moisture transport within snow layers. This water vapor diffusivity in snow influences snow metamorphism and affects snowpack stability and melting patterns.",,,,Class,,m2 h-1,,Diffusivity,Snow,Water vapor,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000846,Water vapor diffusivity in litter,Chemical transport data type,,VaporDiffusivityLitR_col,ChemTranspDataType.txt,"The rate of molecular diffusion of water vapor through decomposing plant litter layers, affecting moisture loss and decomposition rates. This water vapor diffusivity in litter influences litter moisture content and affects decomposer activity and carbon cycling rates.",,,,Class,,m2 h-1,,Diffusivity,Litter (plant),Water vapor,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000847,Water vapor diffusivity in air,Chemical transport data type,,WVapDifusvityAir_col,ChemTranspDataType.txt,"The rate of molecular diffusion of water vapor through atmospheric air, determining humidity transport and atmospheric moisture distribution. This water vapor diffusivity in air affects evapotranspiration processes and influences atmospheric water cycling and precipitation patterns.",,,,Class,,m2 h-1,,Diffusivity,Air,Water vapor,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000848,Solubility of gases,Chemical transport data type,,GasSolbility_vr,ChemTranspDataType.txt,The maximum concentration of gaseous chemical species that can dissolve in aqueous solutions under specified conditions. This solubility of gases affects gas-water exchange processes and influences dissolved gas concentrations in aquatic and soil systems.,,,,Class,,,,Solubility,,[vector of chemicals],,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,For various gases?,,,
BERVO:0000849,Net gaseous flux from previous time step,Chemical transport data type,,RGasTranspFlxPrev_vr,ChemTranspDataType.txt,"The net rate of gaseous chemical transport calculated from the preceding computational time interval, providing continuity for transport modeling. This net gaseous flux from previous time step maintains transport momentum and affects temporal consistency in chemical distribution predictions.",,,,Class,,g d-2 h-1,Net,Flux,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000850,Net aqueous CH4 flux from previous time step,Chemical transport data type,,RCH4PhysexchPrev_vr,ChemTranspDataType.txt,"The net rate of methane transport in aqueous phases calculated from the preceding computational time interval, tracking dissolved methane movement. This net aqueous methane flux from previous time step affects methane distribution patterns and influences greenhouse gas cycling in aquatic systems.",,,,Class,,g d-2 h-1,Net,Flux,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000851,Net aqueous flux from previous time step,Chemical transport data type,,RO2AquaSourcePrev_vr,ChemTranspDataType.txt,"The net rate of chemical transport in aqueous phases calculated from the preceding computational time interval, providing continuity for dissolved species modeling. This net aqueous flux from previous time step maintains chemical transport momentum and affects temporal consistency in solute distribution predictions.",,,,Class,,g d-2 h-1,Net,Flux,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000852,Total aluminum in runoff,Chemical transport data type,,trcSalt_FloXSurRunoff_2D,ChemTranspDataType.txt,"The complete aluminum content transported by surface water flow from terrestrial areas, including both dissolved and particulate aluminum fractions from weathering and anthropogenic sources. This total aluminum in runoff affects water quality and influences aluminum toxicity in downstream aquatic ecosystems.",,,,Class,,mol d-2 h-1,Total,,Runoff,Aluminum,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000853,Surface runoff gas flux,Chemical transport data type,,trcg_FloXSurRunoff_2D,ChemTranspDataType.txt,"The rate of gaseous chemical transport by surface water flow, including dissolved gases and gas exchange during overland flow processes. This surface runoff gas flux affects atmospheric gas exchange and influences greenhouse gas emissions from terrestrial watersheds to aquatic systems.",,,,Class,,g d-2 h-1,,Flux,Surface runoff,Gas,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000854,Surface runoff nutrient flux,Chemical transport data type,,trcn_FloXSurRunoff_2D,ChemTranspDataType.txt,"The rate of nutrient transport by surface water flow from terrestrial areas to aquatic systems, including nitrogen and phosphorus compounds from soil and vegetation. This surface runoff nutrient flux affects water quality and influences eutrophication potential in receiving water bodies.",,,,Class,,g d-2 h-1,,Flux,Surface runoff,Nutrient,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000855,Surface runoff dissolved organic carbon flux,Chemical transport data type,,DOM_FloXSurRunoff_2DH,ChemTranspDataType.txt,"The rate of dissolved organic carbon transport by surface water flow from terrestrial areas, representing the movement of soluble organic compounds to aquatic systems. This surface runoff dissolved organic carbon flux affects water quality and influences carbon cycling between terrestrial and aquatic ecosystems.",,,,Class,,g d-2 h-1,,Flux,Surface runoff,Dissolved organic carbon,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000856,Soil ammonium content,Soil biogeochemical data type,,CNH4_vr,SoilBGCDataType.txt,"The concentration of ammonium ions in soil, representing plant-available nitrogen and the oxidized form of organic nitrogen mineralization. This soil ammonium content affects plant nutrition and influences nitrification processes and soil nitrogen cycling dynamics.",,,,Class,,mg kg-1,,Concentration,Soil,Ammonium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Changed ""content"" to ""concentration"" since units are mg/kg",,,
BERVO:0000857,Soil nitrate content,Soil biogeochemical data type,,CNO3_vr,SoilBGCDataType.txt,"The concentration of nitrate ions in soil, representing the oxidized form of plant-available nitrogen from nitrification and fertilizer inputs. This soil nitrate content affects plant nutrition and influences groundwater contamination potential and denitrification processes.",,,,Class,,mg kg-1,,Concentration,Soil,Nitrate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Changed ""content"" to ""concentration"" since units are mg/kg",,,
BERVO:0000858,Soil phosphate content,Soil biogeochemical data type,,CPO4_vr,SoilBGCDataType.txt,"The concentration of phosphate ions in soil, representing plant-available phosphorus for energy transfer and cellular processes. This soil phosphate content affects plant nutrition and influences ecosystem productivity and phosphorus cycling dynamics.",,,,Class,,mg kg-1,,Concentration,Soil,Phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Changed ""content"" to ""concentration"" since units are mg/kg",,,
BERVO:0000859,Phosphate concentration band micropore,Soil biogeochemical data type,,CPO4B_vr,SoilBGCDataType.txt,"The concentration of phosphate ions within soil micropore spaces adjacent to fertilizer bands, representing localized phosphorus availability around applied fertilizers. This phosphate concentration band micropore affects root phosphorus uptake efficiency and influences fertilizer use optimization.",,,,Class,,g m-3,,Concentration,"Soil band, micropore",Phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,"missing definitions; measured in ""soil"" or ""soil band micropore""?; context ""band micropore""?",,,,
BERVO:0000860,Phosphate concentration non-band micropore,Soil biogeochemical data type,,CPO4S_vr,SoilBGCDataType.txt,"The concentration of phosphate ions within soil micropore spaces away from fertilizer application zones, representing background soil phosphorus availability. This phosphate concentration non-band micropore affects general plant phosphorus nutrition and influences soil phosphorus cycling dynamics.",,,,Class,,g m-3,,Concentration,"Soil Non-band, micropore",Phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,measured in soil?,,,,
BERVO:0000861,Subsurface lateral dissolved organic matter fluxes,Soil biogeochemical data type,,DOM_transpFlx_2DH,SoilBGCDataType.txt,"The horizontal transport rates of dissolved organic matter below the soil surface, representing lateral movement of organic compounds through subsurface flow paths. These subsurface lateral dissolved organic matter fluxes affect soil carbon distribution and influence nutrient cycling between different landscape positions.",,,,Class,,g d-2 h-1,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000862,Subsurface lateral tracer fluxes,Soil biogeochemical data type,,trcs_SubsurTransp_flx_2DH,SoilBGCDataType.txt,"The horizontal transport rates of chemical tracers through subsurface soil layers, representing lateral movement of dissolved substances below ground. These subsurface lateral tracer fluxes affect contaminant distribution and influence chemical connectivity between different soil zones.",,,,Class,,g d-2 h-1,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000863,Solute mass in macropore,Soil biogeochemical data type,,trcs_soHml_vr,SoilBGCDataType.txt,The total mass of dissolved chemical substances contained within large soil pore spaces that allow rapid water and solute movement. This solute mass in macropore affects preferential flow transport and influences chemical leaching and groundwater contamination potential.,,,,Class,,g d-2,,Mass,Macropore,Solute,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,"should measured in be soil, and context be macropore?",For various solutes?,,,
BERVO:0000864,Solute mass in micropore,Soil biogeochemical data type,,trcs_solml_vr,SoilBGCDataType.txt,The total mass of dissolved chemical substances contained within small soil pore spaces that restrict water and solute movement. This solute mass in micropore affects slow-release chemical transport and influences long-term chemical retention in soil matrices.,,,,Class,,g d-2,,Mass,Micropore,Solute,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
